Solvetime;Time of day;Date;Scramble;Penalty
---Session;start;global_session;False;
---Session;start;old0;True;
28724;12:00:00;18/01/2020;;
24783;12:00:00;18/01/2020;;
28064;12:00:00;18/01/2020;;
25447;12:00:00;18/01/2020;;
34929;12:00:00;18/01/2020;;
21340;12:00:00;18/01/2020;;
29559;12:00:00;18/01/2020;;
30716;12:00:00;18/01/2020;;
28689;12:00:00;18/01/2020;;
29893;12:00:00;18/01/2020;;
29093;12:00:00;18/01/2020;;
26001;12:00:00;18/01/2020;;
25395;12:00:00;18/01/2020;;
27762;12:00:00;18/01/2020;;
25758;12:00:00;18/01/2020;;
31743;12:00:00;18/01/2020;;
23509;12:00:00;18/01/2020;;
23963;12:00:00;18/01/2020;;
22023;12:00:00;18/01/2020;;
24051;12:00:00;18/01/2020;;
19861;12:00:00;18/01/2020;;
29310;12:00:00;18/01/2020;;
29500;12:00:00;18/01/2020;;
31308;12:00:00;18/01/2020;;
25647;12:00:00;18/01/2020;;
30082;12:00:00;18/01/2020;;
21724;12:00:00;18/01/2020;;
31363;12:00:00;18/01/2020;;
22508;12:00:00;18/01/2020;;
29778;12:00:00;18/01/2020;;
49588;12:00:00;18/01/2020;;
29286;12:00:00;18/01/2020;;
41775;12:00:00;18/01/2020;;
30507;12:00:00;18/01/2020;;
28276;12:00:00;18/01/2020;;
25908;12:00:00;18/01/2020;;
24280;12:00:00;18/01/2020;;
---Session;end;old7;;
---Session;start;s0;True;
19147;10:34:36;30/01/2020;F2 L D' R U' D' F B' R' D' U R' D2 L2 B2 U' B L' F U;
24319;10:36:08;30/01/2020;U' L' F R2 F2 B U' R2 D' R' U R2 F L' R U' B2 R' F2 U2;
27374;10:37:18;30/01/2020;L' U2 F2 L2 B' L2 F' R2 L2 U2 L2 F R' B2 F' R' L' B2 F D2;
20087;10:38:17;30/01/2020;B2 L F U2 L2 F2 L F' U' R' U' R' L B' R2 F' D R' B2 F';
24732;10:39:39;30/01/2020;R2 B' D' L' F' L' B2 F2 U B D2 F D2 U' R2 B' U2 L2 R B';
---Session;end;s0;;
---Session;start;s1;True;
22866;17:21:05;31/01/2020;U2 L' B' D B' F L2 F' R2 L' U' B' L B' D U' L' B' R F2;
20561;17:22:26;31/01/2020;U' F2 L D' R U2 B' U2 R U' R2 F2 D R' D' R B' L2 D R2;
21388;17:23:48;31/01/2020;B2 U L F U' D2 F' B U R2 L' U R B U2 L U2 F2 R U;
27400;17:25:15;31/01/2020;R' B U' D2 F L2 B D2 R' L' F L D' R2 F' D2 B2 L2 D L';
25730;17:26:34;31/01/2020;R D' L F' D2 R' D2 L2 D L D' R2 D2 L2 F B2 L' U' B' U2;
---Session;end;s1;;
---Session;start;s2;True;
20889;13:39:04;02/02/2020;L U' L2 B U D R' L F2 L2 F2 B U2 R B' F U2 F' B U;
22139;13:40:08;02/02/2020;F2 B L2 R' F D2 B D' B' R L2 B R2 D2 B' R2 B U2 L' D;
23969;13:41:17;02/02/2020;L2 U2 D R2 F' R F U L2 F2 B U' L2 B F' D' R U' D2 F2;
25103;13:42:55;02/02/2020;D2 F' D2 R' U2 R F D2 R D B2 L' R' D2 F' L2 B D R2 L2;
31021;13:44:13;02/02/2020;L F' D F' U B D B F' D U L' R' B' L2 R B2 R B' F';
26123;13:46:43;02/02/2020;R U2 R2 U L' U' F R D2 F' D2 L' U' L D' U2 R' D2 F' U;
21834;13:47:45;02/02/2020;B2 D' U' F R L B D2 U2 R2 D2 B' D' R L' B' L' B' F2 R;
21584;13:48:40;02/02/2020;F2 R2 D L R' U R B' L' U2 F2 B2 U D2 L' D' U2 R' F' D;
26719;13:51:13;02/02/2020;B R2 D U2 B2 U' R D' R F U2 D' R' B' L2 F L' B' D F';
21623;13:52:13;02/02/2020;R2 U R' U' D L F D' R' U' B R2 D R U' D R2 B' L2 U;
24073;13:53:57;02/02/2020;U F2 B' L' F' B2 U' D2 L' D2 L U B R U' D B' U2 F2 B';
23236;13:56:15;02/02/2020;R2 B R D R2 F' B R2 D U2 R L B2 U' F U2 L2 B' L2 U';
23939;13:57:21;02/02/2020;D U R2 D F B' U L B' U2 D R' D U2 B' L2 U' L' B D';
26655;13:58:34;02/02/2020;R2 D2 U' F' D2 U' F2 B2 R F U2 D' R' D' R' L2 D F D2 F';
26149;13:59:34;02/02/2020;F B' U2 L' F2 R D2 L' R' U L D' F D2 U B D' B U R2;
23724;14:02:12;02/02/2020;F L D' R2 L2 F' R' U2 D' B' D' L' R' D B' U' B2 L U2 R';
26940;15:59:36;02/02/2020;L' U2 B2 R2 L' F' U F D' B' D' R' B2 L2 B L F' U' F' D';
23922;16:00:42;02/02/2020;R2 F' R2 L F U2 B2 U2 R' U D' F' D' B' L D F' U D F;
24186;16:01:58;02/02/2020;F' U L' D2 R' D2 U F2 L2 F' R2 U' F L' B2 U2 L2 F2 B2 L;
23973;16:03:03;02/02/2020;L2 U L R D F B D2 U L' R2 B2 D2 R2 F B2 D F2 L2 D;
22805;16:04:00;02/02/2020;D2 L D2 L' R' U2 L2 F' B L B D2 U2 F B' R' L2 U D' L';
42447;16:05:40;02/02/2020;D F' D2 U' R2 L U D2 F' D2 R2 F D2 B' D2 B2 D2 F' D' U';
21060;16:06:44;02/02/2020;F2 U F R B' F' D' R' F L D R' L2 D' L F' U' R' L2 B';
22902;16:07:53;02/02/2020;U2 L2 F2 R2 D U B' F' U' D F' D U2 B2 R' L' F2 B U' L2;
18682;16:08:46;02/02/2020;R2 U' L F R2 L U2 F2 B D R' D' F B2 D2 B D L B2 L';
24455;16:10:20;02/02/2020;R D2 B2 R' U' L2 U B F' L U2 L' U' B U' F' R' D R2 D2;
36411;16:13:59;02/02/2020;L' R2 U R' U B2 U' D2 F' B R F2 U D2 F' U R' F U L2;
23985;16:16:41;02/02/2020;R D2 F2 D2 B2 U2 F2 B' L R' U2 L' B D2 F D2 U2 R2 U' B;
23896;16:17:55;02/02/2020;U2 R' L2 D' U B' D' L B R' B' R2 F B' L' B' L2 U' B2 F';
22934;16:22:33;02/02/2020;L2 U F D' U' B F L2 U2 R L' U2 B2 D' F B' U2 B2 D' R';
17830;16:23:34;02/02/2020;F' B U L2 R2 F2 D2 L B2 U2 D L D2 U2 B R2 U' F' D2 L2;
27090;16:25:14;02/02/2020;B2 F2 D2 F2 U L F2 D L U2 R U2 D2 B' F2 D2 F2 D U2 L2;
21204;16:26:46;02/02/2020;F L2 F' D F2 B U' R L' U B2 U R' U F' U2 B D' U R;
28586;16:27:53;02/02/2020;B2 D' R2 U F D F' D' R B' R' U L2 F' B U' D R F2 D';
23943;16:29:15;02/02/2020;D' F2 D' R' L' D2 F' L' R' U' D2 L F' B L' U' R D L B;
21915;16:30:29;02/02/2020;L' R D' R' L B' L2 B' F U L' U' L' F2 R2 D B2 D' B' U2;
24024;16:31:41;02/02/2020;U B' F L' D2 B' F' L U2 L R D2 R2 U2 F' U2 B R' L2 U;
37652;16:33:14;02/02/2020;F' R2 L2 U' F' U' F L' D U' B2 U2 D F R' L D2 U F2 B;
27352;20:28:03;02/02/2020;D F' R' U2 B' L F2 U2 F' U2 L B L2 D' L2 B R U' B2 D2;
28823;20:29:11;02/02/2020;U2 B2 R' D' R' F D F L U2 L2 D B2 U D R2 U D B' R';
27435;20:30:25;02/02/2020;D' F' L2 D' B2 R F2 B D R U F2 L2 F2 D L2 D R U' R';
42280;20:32:06;02/02/2020;B2 R2 U' B R' L D R' L2 U' D F2 D2 U2 B F U2 F2 R' L2;
22709;20:33:15;02/02/2020;U R2 U F' D B2 F2 D2 F' D' U2 F B' L' F U' R' L F2 U2;
92471;20:35:25;02/02/2020;B F2 R U' R2 D F2 L' F B L2 U F R2 F' U' D B' F' U2;
22541;20:38:35;02/02/2020;U B2 U L' B R F' D2 R' D' F' D B2 U2 R' D F' L R' B';
31680;20:39:57;02/02/2020;L D' U R D2 F' B2 R F2 B' L B U R2 B' D U F U R2;
34517;20:41:30;02/02/2020;B2 D2 R B2 D L2 U2 F' D F L F' B2 U2 D R2 F' U' F R2;
19673;20:42:31;02/02/2020;L2 R U L' U2 L U2 F' D2 L B' U2 L2 D2 F L2 U2 L' D L';
21364;20:43:47;02/02/2020;D2 F' B2 D2 R D B' F D2 U' R2 L U2 R' U L U2 D' L2 B2;
20011;20:45:00;02/02/2020;D' B2 L' F D' B' D2 F' R L F' U2 F2 U D' F2 U2 F U' B';
30602;20:46:28;02/02/2020;F2 B' R2 D L' R2 B' F' R2 D2 R2 L' D L U2 F2 U F' U F';
26009;20:47:50;02/02/2020;D' B' F L' D' R2 U' B2 R' L2 U' F U2 F B' D L' U2 D2 L';
22109;20:48:57;02/02/2020;R' F2 L2 B U' B L2 R D' R D F' R B2 U2 F2 B2 L U R2;
19904;20:50:00;02/02/2020;F2 U F' R B D L2 F R' L F' B R2 F L U' B2 L R2 B;
28236;20:51:17;02/02/2020;U2 L U F L' U D R' B' D' L' R' D' U2 F2 L2 F D' R B;
22979;20:52:45;02/02/2020;F B2 R' B2 D' F D' R' F L2 R2 B' F D R D2 F L' R2 F2;
21499;20:54:26;02/02/2020;L2 F' R' L B L' R' F' D F R2 F2 D2 B' F' U D2 R F2 B;
23598;20:55:14;02/02/2020;D F R L' F2 U2 B D' F U2 F U F2 D F L R2 F' U2 B';
22178;20:56:24;02/02/2020;L2 D2 F U2 D L2 R F2 R B U' L2 D2 L2 B' F2 U' D' L2 U';
27718;20:57:31;02/02/2020;B L2 B' R' D2 L' R2 D2 B F L R2 D2 L2 U2 B L U2 F2 R2;
22520;20:58:27;02/02/2020;B2 L' F' R' F' L2 D2 U' B' L' R2 D L B' U L' D2 B R F';
23560;20:59:33;02/02/2020;U2 L U2 R L' F2 U F R' U2 F' B2 D' R' F' D R' B R' L2;
30107;21:00:30;02/02/2020;F U' L U L2 B' L' F R' B2 F2 D' R U B2 U2 F' L2 D2 U';
27600;21:01:58;02/02/2020;F' L2 B' D F2 D2 F B D2 F' L' B' R2 B R' F2 R2 D' L F;
21740;21:03:22;02/02/2020;B2 D' R2 L' U2 D' F' B2 D F2 D B' F2 R F' U B L R F';
21151;21:04:48;02/02/2020;F2 L' B' R F D' L F' D B2 F R' U' B D L F' D B R2;
22406;21:06:00;02/02/2020;U' F' L F' U' D F' U R2 U2 B' D2 L' B2 R2 D' F' D R2 D';
18199;21:07:00;02/02/2020;U2 D2 R' B L R U2 R B' L2 U F D2 U' F' L2 R U2 L2 R2;
25933;21:08:07;02/02/2020;U2 F U' R2 U2 R' F' R2 U2 L' U' D F2 U2 F2 U2 L2 U2 L B;
56491;21:10:00;02/02/2020;U F R2 L' F' L R D' F' B2 L' U B L R2 D' R D R D2;
23960;21:11:18;02/02/2020;F' U2 R U2 B' L' F2 D2 F B2 U F' U D B' L' R D F L2;
28352;21:12:55;02/02/2020;R2 F B R F2 B2 D F2 U R L2 D2 L' F' R' F' R' U B R2;
21917;21:14:05;02/02/2020;F2 B2 D2 R L' F' B' L' F' U F2 L2 U' D F U' D' B2 R' L;
21504;21:15:16;02/02/2020;B' F' R D' U L2 B' D L2 U' L2 U2 R' U' L' R' F2 L' U' L2;
21536;21:16:30;02/02/2020;D F U' L2 U' B' F2 D' L2 R2 F2 D2 L2 F U D F' D2 U' F';
30742;21:17:50;02/02/2020;U' R U R' F2 L B F' U' D' L B' F D2 U' F U' F2 L D2;
29233;21:19:00;02/02/2020;L' R' U' L2 B' F U2 R2 B' D R' L' D2 B2 R2 F2 B D R2 F;
30767;21:20:17;02/02/2020;L F' D2 R2 D B2 U2 B2 F2 L2 U2 F' B2 D B2 R' F L2 U B';
26681;21:25:02;02/02/2020;L R2 U2 B F R' L' D' U' F B' R F D B2 D U' F' R2 L;
27400;21:26:29;02/02/2020;U2 B2 D' R2 L2 U2 B R D B L D R' F U2 D F2 D L D';
26462;21:28:02;02/02/2020;B R' B L F L2 R B2 R' D2 R2 F R D' F' B D F R2 F';
29808;21:29:09;02/02/2020;F B2 R2 B2 L2 D' R2 L U' L' D F2 L2 B2 F2 U R2 F R B;
20932;21:30:53;02/02/2020;R2 F U' L' F2 U D2 B' R2 L B' U' L' R B2 U L2 B' D R;
21541;21:31:54;02/02/2020;F' R U R2 B2 D U B' F R2 D2 R2 B' U B2 F D B L2 U2;
20585;21:33:29;02/02/2020;B' F2 D' U2 R F2 B2 R B2 U B R L' U F U2 L' F R U2;
32576;22:19:26;02/02/2020;L2 U D2 L2 F2 R' F2 U' L D2 U L D L' D2 B' F2 R2 U F;
27357;22:20:40;02/02/2020;R2 L' U L' U D' F2 U' D B2 L' U D B L2 B2 L2 B F R2;
23633;22:22:00;02/02/2020;B' R D L D' R2 B2 D B2 F' D L' R2 B F2 D' B F U F';
23967;22:23:26;02/02/2020;D U2 R' B' F' L2 D B D' U' R' L' U2 B R F R' B' U2 D;
28975;22:24:45;02/02/2020;D' B' R2 B' D B F' D B' U2 F R' U' D' R' F2 R' D L F';
23369;22:25:47;02/02/2020;R2 U L' R' U' F2 R2 F2 B2 R B R F R L2 F B D2 B' U';
22554;22:26:50;02/02/2020;D' R D' F' R L2 B2 R2 D' F2 D2 F L D' B' U2 L' R' B2 R2;
23126;22:28:15;02/02/2020;F2 B2 L F' L D2 U2 L B D2 R2 U' D2 B2 U' F2 D2 L' D U';
34544;22:29:36;02/02/2020;D2 B2 F2 D U' F2 B' U' R F B' D' L2 B' R' B' U' D' B F';
22932;22:30:55;02/02/2020;D' L2 B2 F' U F U D B F2 L U2 R2 B R' D B F L' B';
40260;22:32:39;02/02/2020;B' D U2 R2 U R U2 L' F' L2 B L2 F U D L' D U' L D;
29872;22:33:49;02/02/2020;R2 F2 R2 U2 B2 U2 F2 D R2 U' D2 F D2 R2 B2 R L' D B2 F;
26255;22:35:24;02/02/2020;L2 B2 F R F R B2 R L U2 R' U' D' F2 B L2 F2 D U' B2;
21130;22:36:33;02/02/2020;F L B' U' D2 F U B' R' U2 B L2 U2 B U D2 L2 B2 L U;
21623;22:37:44;02/02/2020;B D U F R' L' B' L2 F' B L' R D U' F' L2 U B' F' D';
---Session;end;s2;;
---Session;start;s3;True;
23410;08:21:04;04/02/2020;L2 D R2 F B2 R F D2 F R2 L2 F' U2 B' D U F U R F';
26378;08:22:51;04/02/2020;R' D2 B2 F D' U R' D2 B' F U L' F U' B2 F2 R' F' U F2;
27289;08:23:58;04/02/2020;U' R2 D' B R U2 B2 F2 L B' D' F2 R D2 B2 F R' B F' D';
26581;08:25:08;04/02/2020;B' D' L2 U' L' D' F B2 R F2 U L' D F U' F B2 D' R2 L';
26141;08:26:17;04/02/2020;D' U F2 B' U B L' D2 R U2 R' B R' U D' R F' D U' L';
26063;08:27:33;04/02/2020;R' D F' R D2 R' F2 B U' B' U D2 L R2 B2 L' B2 L B2 L';
---Session;end;s3;;
---Session;start;s4;True;
22768;19:14:33;05/02/2020;U2 B2 F2 D2 F2 R2 B' F L F' D F' L' F2 U D F2 B D L;
30138;19:15:37;05/02/2020;R2 B' F' R F B2 D R2 D U R2 F2 D F B R' L F2 B' D';
25359;19:16:45;05/02/2020;D L B2 F U' B L' R' F' R B2 R U2 F2 B' R' D' F' D' F;
18703;19:17:47;05/02/2020;B2 D' F2 D' R L' U2 L2 U' F2 L2 U' R2 F2 R' U2 R' L2 U B2;
24486;19:18:48;05/02/2020;D2 B2 F' L' B' D B' D U L2 U' B2 F U2 D' F2 L D2 F' B;
---Session;end;s4;;
---Session;start;s5;True;
23110;10:30:07;07/02/2020;L' B U' F B' D' F' U2 F2 B' U' F U D2 B' U' F' D' R' L;
29644;10:32:21;07/02/2020;F' L2 R2 F L' R2 B D' U B' D' B D' L R D U2 B2 L' D2;
25599;10:33:43;07/02/2020;D U2 L2 U2 L2 B2 U F' D U F' U R B' U' B2 D' F' U' L;
27913;10:34:57;07/02/2020;L' B2 D F B' L R B' U2 B U2 L D2 U2 R' U R' D U' B';
23936;10:37:09;07/02/2020;R L' B' U R' U2 B R' B2 R U2 F' L F' B D' R B2 L2 B;
20429;10:38:02;07/02/2020;B' U' R L B D' F U F2 B' L' D2 R F' R2 D2 B' R2 D2 L';
23596;10:39:05;07/02/2020;U' L U' R B' R D B' D U2 F' U2 D R2 U2 L2 U D2 R B';
18377;10:40:08;07/02/2020;D' F D B' D2 U L' F L2 R2 D' B D2 B2 L R' F R' D2 B;
28198;10:41:33;07/02/2020;F B2 D R B2 F D F L2 B U' B2 R2 B F2 L D U F2 R2;
26298;10:42:11;07/02/2020;L F' D B' F2 R' B F D2 F' D B2 R2 L2 B' U' L F' D' R2;
---Session;end;s5;;
---Session;start;s6;True;
26031;21:10:48;18/02/2020;B2 D B F R L D' R L2 D2 R2 D' U' B D B2 U2 D L2 R2;
25501;21:12:15;18/02/2020;F' D2 U B R D' F2 L' F' U2 D2 B R' F' U' F' U R' U2 D';
23699;21:13:53;18/02/2020;U L D' U F' U R' F' D U B D F' D L2 U' B' U2 B D';
23217;21:15:04;18/02/2020;B' F' R' U' L' D2 F L' D U' R2 U2 R2 F' R L F' D L' D2;
22985;21:17:13;18/02/2020;L D R' F2 L2 D2 U R2 F' B' U L2 D' B' R' B' D' U' F U2;
25663;21:18:38;18/02/2020;L F' U R U L U2 L' D B' R L D F' B R' L2 U2 F L2;
24827;21:20:17;18/02/2020;D' B2 L' R2 B2 U D' L D R U' F B U2 R2 B' D B' U2 L2;
25518;21:20:55;18/02/2020;F2 U2 B' L' U B2 D U' L2 D' B' R' L2 D L B2 D F2 L2 R';
25188;23:17:29;18/02/2020;F2 L' U' D' F L' R D' B2 F L B' R' D2 R' L' F' B2 D' R2;
23506;23:19:13;18/02/2020;U2 R' D2 U2 L2 D2 B' F' U R2 F' L D L2 B2 U F R' L' D';
24316;23:20:26;18/02/2020;B L U R' U2 F D' R2 U' L' D2 B2 D B2 D' R2 L F' B U;
26327;23:22:04;18/02/2020;B2 L D2 U' B U B U' F B' R2 U F' R2 B' R D L2 D2 B;
27415;23:23:07;18/02/2020;F B U2 D' F2 D' B' R' F' R2 L2 B' U' D B D2 L' D' U2 R';
23336;23:24:16;18/02/2020;B2 R2 B' L R B' R2 U' D' L2 D2 U' L F U F D2 F2 U' B';
22997;23:25:21;18/02/2020;F U2 D2 F' U' F2 L U' F B U2 F B2 L' B U2 F' U' F' B;
19992;23:26:17;18/02/2020;D2 U2 F' B' L2 U2 R' D2 B' R L' D' F U F L F2 L' B2 F2;
27357;23:27:32;18/02/2020;U2 D' F2 L' R' B2 L U' F' L' R2 F' U' F2 R' L2 B F' R2 F2;
24822;23:28:26;18/02/2020;B' F R2 B R D' R2 D' U2 B2 L2 U B' R U2 D L D U2 L2;
25719;23:29:48;18/02/2020;U L2 F2 D2 B U' R D2 R2 D R2 U' F R F2 U2 D' F B2 D;
22612;23:30:52;18/02/2020;B U' D2 R' D' B U D B2 D B' L2 D' F' B2 R L B2 F' L';
33271;23:32:24;18/02/2020;L2 R2 F' R D2 R2 L2 B D2 F B' D' U2 L F' B R' D L' U;
24641;23:33:18;18/02/2020;B2 U' F' B D' R' F D' B2 D L2 F2 U D L2 U' B2 U B2 D2;
20879;23:34:33;18/02/2020;F U2 B' D2 U L2 D F U D2 F2 R F' L D' B2 R' F' U R;
30578;23:35:50;18/02/2020;F D2 U' B R2 D B' R' U' R F D B' F U L' B2 D' R F';
26360;23:38:03;18/02/2020;F R' U' F' U B' U2 F' B D' R D R2 D B2 L R' U2 L' D2;
19157;23:39:14;18/02/2020;D' U' R' L F B2 R' L2 D' U L' R' D' F2 U2 R' U B2 D' B';
21535;23:41:08;18/02/2020;U2 B' D' L2 U2 D2 R' U D B L' U' L F2 L B2 U F' R D';
21153;23:42:33;18/02/2020;F2 R' B2 R D2 U2 B2 F U B D' R' F2 R2 F2 D2 U' L' D2 R;
26463;23:43:51;18/02/2020;R2 B' U2 R2 D' L R2 U2 R2 F2 D B R' L2 D R L F2 D2 U;
36818;23:44:35;18/02/2020;R2 L' B' F D2 B D B L R2 B2 F2 U' B2 L2 R D' R B R2;
---Session;end;s6;;
---Session;start;s7;True;
30658;17:23:52;20/02/2020;U F2 R' B' L D2 L B U2 L' B' D2 U' B F' L D F' B R;
23500;17:25:19;20/02/2020;U2 L2 B' U2 R' U' R2 B R2 B2 F2 R L D' F' U' F2 U R B2;
25105;17:26:21;20/02/2020;D' F' L D2 U' F2 U2 L' D B L2 R B U2 L B2 D' B U2 L;
25818;17:27:27;20/02/2020;L F R U D2 F L B U F R' D R2 L' D' U B' F' D' R';
25203;17:28:23;20/02/2020;L' U L2 B L2 U B' R' D2 U F2 U' L' R D' B F' L' R2 B';
16664;17:29:38;20/02/2020;U2 D2 B D' U L F2 L B2 R2 F2 B' R2 U D' F2 D F2 U2 D;
23048;17:30:56;20/02/2020;B2 R U' R' F D' R B D U B' F2 L' D2 F2 U L2 D R D;
20194;17:32:08;20/02/2020;F2 U D' R2 L2 U' L2 R F2 R2 U2 L R2 D' F2 D2 U L' B' D2;
17055;17:33:42;20/02/2020;F2 L2 B' R2 L' B' R' U' B U D' L' B' L2 D' B R' F' B2 L;
29896;17:35:34;20/02/2020;U' B' F' D2 R2 U B U' B F2 U2 B R' L' D2 B U' B R B;
25691;17:36:24;20/02/2020;B2 D F' B' L2 U' L2 D2 F R F' U B' D U' F' B2 L F B2;
22161;17:37:29;20/02/2020;B U' L2 R' B2 F R' L' U F U' F' U B2 R' U' D B L2 U';
27024;17:38:45;20/02/2020;U' B' F' D2 U F' L' B' D2 L2 D2 R2 L' B D' F' B' R' L' F';
18084;17:39:46;20/02/2020;F2 R2 F R D' B2 U' R2 F B D B R' F U L F' U2 R F;
25692;17:41:51;20/02/2020;D' L R U' L' U R' F2 L2 D2 B' U R B R2 L' F' B' L R;
26345;17:42:54;20/02/2020;L2 F' D R2 L2 D R2 B' D L U' L D' L' D' R D2 F U' R';
27373;17:44:19;20/02/2020;R' L2 D2 F2 U2 F2 U' D F R F' L2 R2 F2 R F' R' U2 F' B2;
18107;17:45:31;20/02/2020;B2 F U D2 F2 B D2 R L2 B U R' U2 L' U' F' D2 U' L' F2;
25226;17:46:46;20/02/2020;L2 D2 R U' F D U2 R' F' D U' R' B2 U' L' D' F' D' L D;
28131;17:48:09;20/02/2020;L R D2 F' U2 L' U' F B' R B2 U2 D L' B2 L2 R2 U2 D R';
22348;17:49:26;20/02/2020;B' U B' L' R F R2 B' L' F U' L' F2 B D2 R F' L2 F L;
34030;17:50:48;20/02/2020;D R' F' R2 D2 R2 U2 B L2 B R' L2 B' D F2 R' F' B2 D L;
21683;17:52:19;20/02/2020;L F B D2 F2 D2 R L' U L B D2 U' F' R F2 D F2 L D2;
22521;17:54:01;20/02/2020;R' D' R2 B' L2 U L' D' L F2 B D' R D' B L2 F' L' R' D2;
29206;17:55:03;20/02/2020;L' U2 L D B' R' U B' R2 L' U2 B2 F U' R' F' B' U B U2;
25495;17:56:22;20/02/2020;F D2 B F D2 U F R D' R2 D' U' L2 R F2 D R2 B D' U;
22822;17:57:23;20/02/2020;R' U2 D B R' F D' B D' L' R' F' R2 B2 F2 R' D2 L R B';
28269;17:58:31;20/02/2020;F' R2 F2 L2 R' F D' U R' B D2 B U' F2 R' B2 D R L2 F2;
20699;17:59:33;20/02/2020;D U' F D2 U2 R' U' D2 R L' D L R' U2 R2 B D B' D' R2;
17304;18:00:51;20/02/2020;U2 F' U2 R' D F B' D U' R' F U2 D F2 U B2 F D2 R2 L;
36699;18:02:20;20/02/2020;D F2 L R2 F B U' R2 D' U2 F B2 U D' R2 U2 L' B2 D' F2;
27088;18:03:36;20/02/2020;D L D U L R2 B' U B2 L R' F' L' U D2 B L F U2 F2;
18152;18:04:52;20/02/2020;F B L' U2 L' D' B U' B2 D L2 B2 R' F' U' F L D' R' U2;
28020;18:06:11;20/02/2020;L D R2 B D' R L' U R' D' U2 F D2 L2 D2 L D U' L D';
23518;18:07:11;20/02/2020;R' F2 B R' U R L B R' L2 D2 R2 B2 U L' B2 D2 R L D';
26229;18:08:24;20/02/2020;B' U2 R2 L B' D' B' R2 B U' B2 R2 U' F L2 R D U F' L;
20152;18:13:19;20/02/2020;D U' L F' R F2 B' U D2 B2 R2 D2 F L2 D2 R' D2 F2 R' L';
23134;18:14:52;20/02/2020;D' R D U' L' F2 R' B2 R2 U2 B2 U2 F D' B2 D' L' D' U2 F2;
25201;18:16:34;20/02/2020;D R' L F' D' L2 F U B2 D2 B D B2 D B' R2 F2 D R' B;
21698;18:17:52;20/02/2020;D2 F' L' B R' L' B' D2 U B D' L' U' R2 D2 R2 U' F' D L2;
23928;18:19:08;20/02/2020;U2 F2 D U2 R' D F2 L' B' R2 U' B F R U2 R2 U F' U B2;
21818;18:20:10;20/02/2020;R' L F R B2 R U2 F2 B' D2 B' D F' U2 D2 B' L2 B F' D2;
21570;18:21:42;20/02/2020;B2 L B' F2 R' D R' L' F B L' U2 B D F2 L U R' D2 F;
36162;18:22:50;20/02/2020;R2 B' R' B' R F2 R2 U' B2 F' R2 B D2 B2 F2 D' F R2 L B';
22041;18:23:46;20/02/2020;L U' B D U' R2 U B' U L2 F' R D B2 L' D2 B' D2 U2 L2;
18157;18:24:50;20/02/2020;U' L R2 B' U' L' D2 U' L' D R' L B' U' R' F' L' U2 R2 U2;
34895;18:26:19;20/02/2020;U2 F U2 R' D B D U2 L U2 B' L2 U L2 D' R2 U' B2 R2 F;
29617;18:27:20;20/02/2020;L' F2 B' L2 D R' B2 F2 D' B' U D R D2 L F2 L' U R' B;
19935;18:28:29;20/02/2020;B' L U2 R2 U2 L F2 L D' U' F2 B' U F2 U2 D B2 D' L R';
20964;18:29:28;20/02/2020;F R' F2 R D' U2 B U2 D' B2 D R L2 F L2 D' U2 R' F' L';
22153;18:30:45;20/02/2020;F R F2 B' R2 B2 U F U2 D2 B2 R2 B2 D L2 D' F' L2 R' D2;
22051;18:31:58;20/02/2020;L' D' U' R L B2 F2 R D' U' R U2 B' R L' F' D B2 D2 U2;
24849;18:33:04;20/02/2020;L' B' F2 R' F2 B' U' R' B D' U' L F2 L D F' B U F R';
31034;18:34:36;20/02/2020;R' L F' B2 L F2 U' B D2 R2 F' R D2 B' D2 L' D2 B2 D L';
36930;18:36:10;20/02/2020;D2 F L' D R2 D U' B2 D' L R U L F2 L' F L' R2 B U';
22869;18:37:15;20/02/2020;R D2 F' U' L2 U' B' F L2 U B' R' D F' R U R2 F L D;
24377;18:38:22;20/02/2020;L2 B' R U' D2 L' U2 L2 R2 U2 F' B2 D' B L' U D2 F U B2;
20495;18:40:17;20/02/2020;F2 B' L' R' U R' F2 L' F B' U' L2 R' B2 F2 U' B U' B F';
31428;18:41:53;20/02/2020;U L F' R F2 B2 U' R' U2 D2 L2 D2 B2 R2 L2 U' D' L2 R' B';+2
38617;18:44:12;20/02/2020;L R2 F B' R2 B2 F L' U2 L' B' D U2 F' L' U' L F2 R2 F2;+2
23110;18:45:24;20/02/2020;D L' R U2 D' R D B' D' R' B F' D F' L D2 L2 R' D' U';
23010;18:47:09;20/02/2020;R2 F R2 F2 U' D' B' F' L' R U F' D2 U' F L' R2 F B U';
20088;18:48:09;20/02/2020;U2 B D' U B2 L' R' D' B R F' L' D L U F' R2 D' U B';
25803;18:51:01;20/02/2020;R' U' L' F L' R' B' L' R B' D' R F' B2 U' B D' F' U2 F';
24655;18:52:41;20/02/2020;R2 F' L' D' U' L U2 F' D2 B' D' R L2 D2 L' R' B' L' F' D;
21233;18:54:54;20/02/2020;F U' R2 U D F2 B2 L2 U2 F' U2 F D L' D L U' F2 B D2;
28012;18:56:08;20/02/2020;B' U L R2 D L' F L D' L' F2 B' U2 L' F B U D2 F' D';
22210;18:57:33;20/02/2020;B' R' F' B' U D B2 D2 U L F L' D2 R' B R D' U' L2 D;
